,Venue Id,Venue Checkins Count,Venue Checkin User Count,Venue Url,Venue Twitter,Venue Instagram,Venue Phone,Venue Formatted Phone,Venue Rating,Venue Description,Venue Created,Venue Tips Count,Venue Likes Count
0,4b66f145f964a52075312be3,0,0,,,,,,0.0,,1265037637,0,0
1,4b703459f964a520830b2de3,0,0,http://www.marsathletic.com,mars_athletic,,+902122638696,+90 212 263 86 96,8.8,,1265644633,52,317
2,4b7aed0ef964a52089462fe3,0,0,https://www.hillside.com.tr,hillsideleisure,,+902123522333,+90 212 352 23 33,8.9,,1266347278,129,1088
3,4ba67962f964a520265639e3,0,0,,,,,,0.0,,1269201250,0,0
4,4bc89f2192b376b0bdcb513a,0,0,,,,,,0.0,,1271439137,1,0
5,4be97d20c5220f478ee2aaca,0,0,http://akatlar.clubsporium.com.tr,clubsporium,,+902123854910,+90 212 385 49 10,8.4,Sporla dolu yaşam merkezi,1273593120,236,1135
6,4c14c74682a3c9b66bbcfdf8,0,0,,,,,,6.3,,1276430150,24,12
7,4c37666c93db0f4737b51f92,0,0,http://www.marsathletic.com,mars_athletic,,+902122324440,+90 212 232 44 40,8.6,,1278699116,151,786
8,4c4ae6c79c8d2d7fe10e316a,0,0,http://www.itu.edu.tr,itu1773,,,,7.9,,1279977159,6,37
9,4c51ab6b1c67ef3be50f1bb9,0,0,,,,+902123276393,+90 212 327 63 93,7.3,,1280420715,6,44
10,4c585cd0d12a20a1a2d768bd,0,0,,,,,,7.1,,1280859344,6,57
11,4c6667d6e75ac9280676f7da,0,0,http://www.essporto.com,essporto,,+902123440666,+90 212 344 06 66,6.8,,1281779670,344,941
12,4c6fc3e79c6d6dcba464d07a,0,0,,,,,,7.5,,1282393063,23,103
13,4c96571203413704ac9483ef,0,0,,,,,,7.5,,1284921106,7,35
14,4c990c719c663704c5bf4cfd,0,0,,,,,,0.0,,1285098609,1,1
15,4cb076a3cbab236adb65a073,0,0,http://www.pointhotel.com,,,+902123373037,+90 212 337 30 37,7.9,,1286633123,61,296
16,4cbe86b6021ca143ba06560c,0,0,,,,,,0.0,,1287554742,3,4
17,4cc172a6083a9c7440223778,0,0,,utimewellness,,,,7.1,,1287746214,7,8
18,4cc70557c844721ec909f801,0,0,,,,,,0.0,,1288111447,1,1
19,4cd04f637b685481f3c5c0f8,0,0,http://akatlar.clubsporium.com.tr,,,,,8.9,,1288720227,26,105
20,4ced3a2728abb60ca1b8b609,0,0,,,,,,0.0,,1290615335,0,0
21,4cf628caf4478eecdc8710b7,0,0,,besiktas,,,,8.4,,1291200714,25,210
22,4cf7e30bd3a8a1cd432fd943,0,0,,,,,,7.9,,1291313931,1,12
23,4cf904d4d76da35d9354ca2c,0,0,,,,,,0.0,,1291388116,0,0
24,4d1393e2058fa35d3e5d2f9f,0,0,,,,,,0.0,,1293128674,0,0
25,4d14493d85fc6dcbaa92964e,0,0,,,,,,0.0,,1293175101,0,1
26,4d18dc346c8b5481f552f4cc,0,0,,,,+902122156070,+90 212 215 60 70,6.5,,1293474868,86,209
27,4d29f373915fa093f1a30a0a,0,0,,,,,,0.0,,1294594931,0,4
28,4d2f2ab9e043548174d8b6ed,0,0,,elifit,,,,7.4,,1294936761,3,6
29,4d31776df8c9224b9a31a7d2,0,0,,,,,,0.0,,1295087469,0,0
30,4d3725eac47db1f7532feda5,0,0,,,,,,0.0,,1295459818,0,0
31,4d4a33d583eda1cdb555b0b1,0,0,,,,,,0.0,,1296708565,0,0
32,4d6a60041a88b1f70c04375d,0,0,,,,,,0.0,,1298817028,1,1
33,4d761570ec646dcb82abf510,0,0,,,,,,0.0,,1299584368,0,0
34,4d78bdc2109eb1f730dd5306,0,0,,,,,,0.0,,1299758530,1,3
35,4d7cf6aef260a093968043ba,0,0,,,,,,0.0,,1300035246,1,2
36,4d80855f6bd8b60cb24d4a7c,0,0,,,,,,7.5,,1300268383,1,9
37,4d95cd7ab188721e55a4e636,0,0,,,,,,0.0,,1301663098,0,0
38,4d9602ff0caaa143df746cb3,0,0,,,,,,7.5,,1301676799,8,9
39,4d9b30ba03d8721ebfd5e124,0,0,http://t.co/j1wxfc6NaU,pilatesbaps,,+902122637507,+90 212 263 75 07,7.5,,1302016186,8,17
40,4da47b620f578cfa57f9cf18,0,0,,,,,,0.0,,1302625122,0,1
41,4dac54c35da3ba8a47b3b43f,0,0,,,,,,0.0,,1303139523,0,0
42,4db29a5643a17e74378d0d7a,0,0,,,,+902123246108,+90 212 324 61 08,0.0,,1303550550,0,0
43,4dbae5066e815ab0de5d1845,0,0,,,,,,8.9,,1304093958,6,58
44,4dc2cbc945ddd5b5b6b4b5bc,0,0,,,,,,0.0,,1304611785,2,1
45,4dc41c0e18387d1bd51a5e60,0,0,,,,,,0.0,,1304697870,1,3
46,4dcbaacfd4c0dfa030d4c599,0,0,,,,,,0.0,,1305193167,1,3
47,4dd299cfae60fb3f53c486f8,0,0,,,,,,0.0,,1305647567,0,2
48,4dd2a4a9d16465f3f95719c6,0,0,,,,,,0.0,,1305650345,0,0
49,4dda8fa41f6ee146836d0044,0,0,,,,,,0.0,,1306169252,4,0
50,4de0b20dc65bcc724f460522,0,0,,,,+902122590503,+90 212 259 05 03,0.0,,1306571277,0,6
51,4decc12efa76cc1b8b1e7abc,0,0,,,,,,0.0,,1307361582,0,1
52,4decf4d722713dd973d238fc,0,0,,,,,,7.6,,1307374807,3,9
53,4dfc661fb0fb84d7ace0142d,0,0,,,,+902123525040,+90 212 352 50 40,8.2,,1308386847,1,8
54,4e042b37e4cd92cb899cafc4,0,0,,,,,,7.5,,1308896055,2,14
55,4e0db686fa76d62f4440ef68,0,0,,,,,,0.0,,1309521542,0,5
56,4e116520b3adf2a0f5a2d5c6,0,0,https://conradhotels3.hilton.com/en/hotels/turkey/conrad-istanbul-bosphorus-ISTHCCI/amenities/spa.html,,,,,8.5,Health Club & Spa Soul set within the exquisite Conrad Istanbul Bosphorus is the ideal destination for relaxation.,1309762848,22,50
57,4e15e3aad4c0e3d78b3117cb,0,0,,,,,,0.0,,1310057386,0,0
58,4e22a52d62e1964dbb73daae,0,0,,,,,,0.0,,1310893357,0,0
59,4e22f6cce4cdf68591949534,0,0,,,,,,0.0,,1310914252,1,1
60,4e2700da483b329ccb4057c7,0,0,,,,,,0.0,,1311178970,0,1
61,4e2ec1961838f1c552bd52b2,0,0,http://www.theplazahotel.com.tr,,,+902123702020,+90 212 370 20 20,6.8,"Otelimizin 4B katında yer alan, her gün 07.00-22.00 saatleri arasında hizmet veren The Plaza Gym'de Plazma TV'ler eşliğinde Cybex kondisyon aletleri, kişiye özel fitness programı, terapatik uygulamalar, stretching, havuz, jakuzi, sauna, vitamin bar ile günün yorgunluğunu ve stresini atabilirsiniz.",1311687062,0,6
62,4e37156b091ae705a0f9af26,0,0,,,,,,0.0,,1312232811,0,4
63,4e64e94fd22d509a3aaa5fe1,0,0,,,,,,0.0,,1315236175,1,4
64,4e687b1e52b128a09ebdf3b2,0,0,http://www.nafizbasaran.com,,,,,0.0,,1315470110,1,4
65,4e68fc91d22df5c11f8d8805,0,0,,,,,,0.0,,1315503249,0,2
66,4e79ea90b61c0c4cb56323e2,0,0,,,,,,0.0,,1316612752,0,0
67,4e7d9d89f7900294813f1f5d,0,0,,,,,,0.0,,1316855177,0,0
68,4e89be292c5b673ad54cd1e7,0,0,,,,+902122124600,+90 212 212 46 00,7.5,,1317649961,3,7
69,4e89cdf1cc212845e5b07aeb,0,0,,,,+902122586858,+90 212 258 68 58,7.0,,1317654001,17,32
70,4e89e54b7ee6a22446669cf9,0,0,,,,,,7.4,,1317659979,4,10
71,4e89f9724690ceb3f17adc1d,0,0,http://www.mi-estilo.net,miestilogym,,+902122591022,+90 212 259 10 22,7.7,,1317665138,36,170
72,4e8edadeb803483190689f53,0,0,,,,,,0.0,,1317984990,0,0
73,4e931eb055037de99d9cefab,0,0,,,,,,0.0,,1318264496,1,1
74,4e9360a28b81592e629995df,0,0,,,,,,0.0,,1318281378,0,0
75,4e995f618b81f3191334635f,0,0,,,,+902123513656,+90 212 351 36 56,0.0,,1318674273,1,2
76,4e99efd261afc418b981b041,0,0,,,,,,0.0,,1318711250,0,0
77,4e9d4b9602d527780616d531,0,0,,,,,,0.0,,1318931350,0,0
78,4ea98d24490158681b0d5fc1,0,0,,,,,,0.0,,1319734564,0,0
79,4eadaee89911d5c951671ee4,0,0,,,,,,0.0,,1320005352,0,0
80,4eaeb68882315d0ca61f6999,0,0,,,,,,0.0,,1320072840,0,0
81,4ec2ac6b9adf5630f701a3e0,0,0,,,,,,0.0,,1321380971,1,3
82,4ec51678f790c16e5238c264,0,0,,,,,,5.6,,1321539192,0,4
83,4ecd1e4a2c5b26aab95c9c7d,0,0,,,,,,0.0,,1322065482,1,0
84,4ed2590ce3007feb7fca72a5,0,0,,,,,,0.0,,1322408204,0,0
85,4ed3d7c399114b488c0c5a3c,0,0,,,,,,0.0,,1322506179,0,0
86,4ed7f2e993adde11f9a39076,0,0,,,,,,0.0,,1322775273,0,0
87,4eeb3538b634b469c34e7ba3,0,0,,,,,,0.0,,1324037432,0,1
88,4eef97d6f9ab8c5a0419c967,0,0,,,,,,0.0,,1324324822,1,2
89,4ef87351f790731252bff7a3,0,0,,,,,,0.0,,1324905297,0,4
90,4f0acdd4e4b08f524b162dfc,0,0,,,,+902122797712,+90 212 279 77 12,0.0,,1326108116,1,0
91,4f0b2d03e4b0fcefab4a7ac7,0,0,,,,+902122599171,+90 212 259 91 71,6.8,"Sağlıklı yaşam, zinde bir vücut için  ''GYM works''.",1326132483,56,320
92,4f0c675be4b0065899eb0a8c,0,0,,,,,,9.2,,1326212955,7,143
93,4f20387fe4b03be7a562e2b8,0,0,,,,,,7.7,,1327511679,3,9
94,4f2ac9d7e4b0e2cf5e86fa57,0,0,,,,,,8.9,,1328204247,2,44
95,4f3522aae4b01f8cbc93802c,0,0,,,,,,0.0,,1328882346,0,1
